Have,Want,Trade,Name,Set,Low,Mid,High
1,0,0,Sudowoodo - [Reverse Holofoil],SWSH01: Sword & Shield Base Set,$0.10,$0.43,$1.24
2,0,0,Stufful,SWSH08: Fusion Strike,$0.01,$0.05,$2.00
1,0,0,Stunfisk (68),Noble Victories,$0.21,$0.35,$8.99
1,0,0,Steenee - [Reverse Holofoil],SV04: Paradox Rift,$0.01,$0.15,$2.95
1,0,0,Steenee,SV04: Paradox Rift,$0.01,$0.06,$5.00
1,0,0,Stone Fighting Energy,SWSH04: Vivid Voltage,$0.01,$0.15,$1.54
2,0,0,Stonjourner,SWSH12: Silver Tempest,$0.01,$0.08,$1.50
1,0,0,Stormy Mountains,SWSH07: Evolving Skies,$0.01,$0.11,$2.00
1,0,0,Stoutland,SWSH07: Evolving Skies,$0.01,$0.10,$3.68
1,0,0,Steelix - [Reverse Holofoil],Unleashed,$1.29,$1.35,$5.39
1,0,0,Steelix Spirit Link,XY - Steam Siege,$0.01,$0.15,$1.29
2,0,0,Staryu,Base Set,$0.05,$0.38,$5.57
4,0,0,Staryu,SWSH09: Brilliant Stars,$0.01,$0.09,$1.50
1,0,0,Staravia,Supreme Victors,$0.15,$0.30,$4.29
1,0,0,Staravia - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.02,$0.15,$2.00
1,0,0,Starly,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
1,0,0,Starmie,Legends Awakened,$0.22,$0.47,$1.99
1,0,0,Starmie V - [Holofoil],SWSH10: Astral Radiance,$0.20,$0.75,$4.99
1,0,0,Stantler,SM - Lost Thunder,$0.08,$0.20,$1.37
2,0,0,Stantler,SWSH08: Fusion Strike,$0.01,$0.10,$1.29
1,0,0,Stantler,SWSH10: Astral Radiance,$0.01,$0.05,$999.00
1,0,0,Stantler - 125/189 (Holiday Calendar) - [Holofoil],Miscellaneous Cards & Products,$0.10,$0.31,$1.99
4,0,0,Sprigatito - [Holofoil],McDonald's Promos 2023,$0.50,$1.15,$3.00
1,0,0,Squawkabilly ex - 075/091 - [Holofoil],SV: Paldean Fates,$0.15,$0.58,$10.00
1,0,0,Squirtle,Secret Wonders,$0.79,$1.43,$3.00
1,0,0,Squirtle - 063/100,Crystal Guardians,$0.14,$0.62,$8.97
1,0,0,Spinarak,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
1,0,0,Spiritomb,SWSH09: Brilliant Stars,$0.01,$0.05,$1.28
2,0,0,Spoink,XY Base Set,$0.05,$0.20,$1.32
1,0,0,Spearow,Crystal Guardians,$0.04,$0.25,$4.99
3,0,0,Solosis,Black and White,$0.12,$0.30,$1.98
2,0,0,Solrock,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
3,0,0,Solrock,Crown Zenith,$0.01,$0.06,$5.00
3,0,0,Sobble,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
2,0,0,Sobble (055),SWSH01: Sword & Shield Base Set,$0.01,$0.10,$1.28
1,0,0,Sliggoo,SM - Guardians Rising,$0.03,$0.20,$1.31
1,0,0,Slowpoke,Call of Legends,$0.13,$0.30,$8.99
4,0,0,Slugma,SWSH11: Lost Origin,$0.01,$0.05,$999.00
1,0,0,Slugma,SV05: Temporal Forces,$0.01,$0.07,$2.95
2,0,0,Smeargle,SWSH12: Silver Tempest,$0.01,$0.05,$1.28
1,0,0,Smoliv,SV03: Obsidian Flames,$0.01,$0.05,$2.95
1,0,0,Sneasel,Undaunted,$0.26,$0.41,$1.36
5,0,0,Sneasel,SV02: Paldea Evolved,$0.01,$0.05,$2.95
1,0,0,Sneasel - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.10,$2.95
5,0,0,Snom,SWSH08: Fusion Strike,$0.01,$0.07,$1.28
2,0,0,Snorlax,SWSH08: Fusion Strike,$0.01,$0.10,$1.31
1,0,0,Snorlax - [Reverse Holofoil],SWSH08: Fusion Strike,$0.02,$0.21,$3.07
2,0,0,Snorlax - 2023 (Gabriel Fernandez),World Championship Decks,$0.85,$0.98,$1.00
3,0,0,Snorunt,SWSH06: Chilling Reign,$0.01,$0.07,$2.00
2,0,0,Snow Leaf Badge,SWSH07: Evolving Skies,$0.01,$0.10,$1.00
1,0,0,Snubbull,SWSH08: Fusion Strike,$0.01,$0.06,$1.29
1,0,0,Snubbull,SV03: Obsidian Flames,$0.01,$0.06,$2.95
3,0,0,Slaking - [Holofoil],SV02: Paldea Evolved,$0.01,$0.12,$2.95
1,0,0,Slakoth,Power Keepers,$0.07,$0.29,$5.89
1,0,0,Sizzlipede (46),SWSH08: Fusion Strike,$0.01,$0.07,$2.05
2,0,0,Sizzlipede (47) - [Reverse Holofoil],SWSH08: Fusion Strike,$0.02,$0.13,$1.29
1,0,0,Sizzlipede (47),SWSH08: Fusion Strike,$0.01,$0.08,$2.00
1,0,0,Skarmory,SV03: Obsidian Flames,$0.01,$0.05,$2.95
1,0,0,Skeledirge ex - 081 - [Holofoil],SV: Scarlet & Violet Promo Cards,$0.90,$1.29,$6.60
1,0,0,Skitty,Crystal Guardians,$0.20,$0.38,$20.70
2,0,0,Skitty,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
1,0,0,Skrelp,XY - Flashfire,$0.04,$0.18,$1.34
1,0,0,Skwovet,SWSH11: Lost Origin,$0.01,$0.05,$999.00
1,0,0,Simipour,SWSH08: Fusion Strike,$0.01,$0.08,$2.00
1,0,0,Simisear,Next Destinies,$0.24,$0.40,$1.52
1,0,0,Simisear,SV04: Paradox Rift,$0.01,$0.08,$2.95
3,0,0,Shroodle - 145/193,SV02: Paldea Evolved,$0.01,$0.07,$2.95
1,0,0,Shroodle - 145/193 - [Reverse Holofoil],SV02: Paldea Evolved,$0.04,$0.15,$2.95
2,0,0,Shroomish,Secret Wonders,$0.10,$0.25,$4.50
1,0,0,Shroomish,SM - Unified Minds,$0.01,$0.15,$4.99
10,0,0,Shroomish,SWSH09: Brilliant Stars,$0.01,$0.05,$5.00
1,0,0,Shuckle,XY - Fates Collide,$0.04,$0.19,$1.35
2,0,0,Shuppet,Triumphant,$0.13,$0.28,$1.52
3,0,0,Shuppet,SWSH04: Vivid Voltage,$0.01,$0.08,$2.00
2,0,0,Shuppet,SWSH11: Lost Origin,$0.01,$0.05,$999.00
1,0,0,Sigilyph,SWSH12: Silver Tempest,$0.01,$0.06,$1.28
4,0,0,Shellder,SWSH08: Fusion Strike,$0.01,$0.08,$2.00
1,0,0,Shellos West Sea,Rising Rivals,$0.10,$0.25,$1.37
1,0,0,Shinx,SWSH02: Rebel Clash,$0.01,$0.10,$2.00
2,0,0,Shinx (39),Crown Zenith,$0.01,$0.05,$0.99
3,0,0,Shinx (40),Crown Zenith,$0.01,$0.05,$0.99
1,0,0,Shinx (42),Next Destinies,$0.05,$0.23,$1.50
1,0,0,Seviper,SV01: Scarlet & Violet Base Set,$0.01,$0.07,$2.95
1,0,0,Seviper - [Reverse Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.15,$2.95
1,0,0,Seel,Base Set,$0.24,$0.72,$11.00
1,0,0,Seel,Base Set 2,$0.07,$0.50,$2.24
2,0,0,Seel,SWSH11: Lost Origin,$0.01,$0.05,$999.00
1,0,0,Seel,SV: Scarlet & Violet 151,$0.01,$0.06,"$10,000.00"
1,0,0,Seismitoad,SWSH07: Evolving Skies,$0.02,$0.11,$2.00
2,0,0,Serena,SWSH12: Silver Tempest,$0.01,$0.13,$10.00
2,0,0,Seedot,SWSH07: Evolving Skies,$0.01,$0.06,$2.00
2,0,0,Seedot,SWSH11: Lost Origin,$0.01,$0.07,$1.01
1,0,0,Seedot - [Reverse Holofoil],SWSH11: Lost Origin,$0.07,$0.20,$2.00
4,0,0,Scraggy,SV: Paldean Fates,$0.01,$0.05,$5.00
4,0,0,Scyther,Crown Zenith,$0.01,$0.06,$5.00
1,0,0,Scyther,SV05: Temporal Forces,$0.01,$0.08,$5.00
1,0,0,Seaking,SWSH01: Sword & Shield Base Set,$0.01,$0.10,$1.30
3,0,0,Sealeo,SWSH06: Chilling Reign,$0.01,$0.09,$2.00
1,0,0,Scorbunny,SWSH06: Chilling Reign,$0.01,$0.08,$5.00
1,0,0,Scorbunny (031),SWSH01: Sword & Shield Base Set,$0.02,$0.10,$1.26
1,0,0,Sandshrew,XY - Evolutions,$0.01,$0.10,$3.00
1,0,0,Saguaro - 270/193 - [Holofoil],SV02: Paldea Evolved,$3.50,$5.69,$15.00
1,0,0,Salamence - [Holofoil],Arceus,$1.05,$4.91,$12.97
1,0,0,Salazzle,SWSH01: Sword & Shield Base Set,$0.02,$0.11,$1.00
2,0,0,Sandile - 8/12 - [Holofoil],McDonald's Promos 2011,$1.24,$2.08,$5.50
1,0,0,Sableye,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
1,0,0,Sableye - [Reverse Holofoil],SWSH11: Lost Origin,$0.19,$0.76,$999.99
1,0,0,Sableye G,Supreme Victors,$2.40,$3.65,$5.28
4,0,0,Rotom,SWSH12: Silver Tempest,$0.01,$0.05,$1.28
1,0,0,Rotom V - [Holofoil],SWSH11: Lost Origin,$1.00,$1.98,$8.97
2,0,0,Rowlet,SWSH10: Astral Radiance,$0.01,$0.05,$1.05
1,0,0,Rowlet - 2/15 - [Holofoil],McDonald's Promos 2022,$0.05,$0.42,$4.00
1,0,0,Rufflet,SM - Cosmic Eclipse,$0.01,$0.12,$1.29
2,0,0,Rockruff,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
4,0,0,Rockruff,Crown Zenith,$0.01,$0.05,$1.24
4,0,0,Rockruff,SV02: Paldea Evolved,$0.01,$0.05,$2.95
1,0,0,Rockruff - [Reverse Holofoil],SV02: Paldea Evolved,$0.03,$0.10,$2.95
3,0,0,Roggenrola,SWSH07: Evolving Skies,$0.01,$0.06,$2.00
3,0,0,Rolycoly,SWSH05: Battle Styles,$0.01,$0.10,$1.05
1,0,0,Riolu (116),SM - Unified Minds,$0.07,$0.20,$4.99
1,0,0,Rhydon - [Reverse Holofoil],SWSH11: Lost Origin,$0.01,$0.14,$1.21
1,0,0,Rhyhorn,SM - Burning Shadows,$0.01,$0.10,$1.29
2,0,0,Rescue Carrier,SWSH07: Evolving Skies,$0.01,$0.10,$2.00
2,0,0,Rescue Carrier - [Reverse Holofoil],SWSH07: Evolving Skies,$0.03,$0.20,$2.00
1,0,0,Rescue Energy - [Reverse Holofoil],Triumphant,$1.75,$2.95,$4.88
1,0,0,Rescue Energy,Triumphant,$0.25,$0.80,$1.80
1,0,0,Reshiram - [Reverse Holofoil],Next Destinies,$0.45,$1.00,$7.92
1,0,0,Reshiram - [Holofoil],Celebrations,$0.01,$0.16,$5.03
1,0,0,Remoraid - [Reverse Holofoil],SV04: Paradox Rift,$0.02,$0.10,$2.95
1,0,0,Registeel,SWSH10: Astral Radiance,$0.02,$0.15,$2.00
1,0,0,Rapid Strike Scroll of Swirls,SWSH05: Battle Styles,$0.01,$0.10,$1.30
3,0,0,Rapidash,SWSH10: Astral Radiance,$0.01,$0.10,$2.00
6,0,0,Rare Candy,Crown Zenith,$0.01,$0.13,$1.95
1,0,0,Rattata,Secret Wonders,$0.09,$0.28,$5.69
2,0,0,Ralts - 027/091 - [Reverse Holofoil],SV: Paldean Fates,$0.02,$0.11,$2.00
8,0,0,Ralts - 027/091,SV: Paldean Fates,$0.01,$0.07,$1.51
3,0,0,Raichu - 019/091 - [Holofoil],SV: Paldean Fates,$0.01,$0.12,$2.00
1,0,0,Raichu - 211/193 - [Holofoil],SV02: Paldea Evolved,$31.29,$41.00,$135.00
1,0,0,Qwilfish,SWSH08: Fusion Strike,$0.01,$0.05,$1.28
4,0,0,Rabsca - 099/193 - [Holofoil],SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Rabsca - 099/193 - [Reverse Holofoil],SV02: Paldea Evolved,$0.04,$0.15,$2.95
1,0,0,Radiant Alakazam - [Holofoil],SWSH12: Silver Tempest,$0.25,$0.70,$14.99
1,0,0,Radiant Charizard - [Holofoil],Crown Zenith,$3.12,$4.93,$75.00
1,0,0,Radiant Jirachi - [Holofoil],SWSH12: Silver Tempest,$0.05,$0.49,$19.95
1,0,0,Radiant Tsareena - 2023 (Gabriel Fernandez),World Championship Decks,$0.45,$0.95,$1.99
2,0,0,Pyukumuku - [Reverse Holofoil],SWSH08: Fusion Strike,$0.09,$0.20,$2.00
2,0,0,Pyukumuku,SWSH08: Fusion Strike,$0.01,$0.10,$1.28
1,0,0,Quagsire,Secret Wonders,$0.20,$0.40,$4.80
1,0,0,Quaxwell,SV01: Scarlet & Violet Base Set,$0.01,$0.09,$2.95
1,0,0,Purrloin,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
2,0,0,Purrloin,Champion's Path,$0.01,$0.10,$1.31
4,0,0,Purrloin,Crown Zenith,$0.01,$0.05,$5.00
2,0,0,Psyduck,Secret Wonders,$0.32,$0.49,$2.69
2,0,0,Pumpkaboo,XY Base Set,$0.06,$0.22,$8.99
1,0,0,Professor Burnet - 2023 (Gabriel Fernandez),World Championship Decks,$0.45,$0.75,$1.48
1,0,0,Professor Sycamore,XY Base Set,$0.04,$0.24,$1.50
1,0,0,Professor's Research - 190/198 - [Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.15,$2.95
1,0,0,Primeape,SWSH05: Battle Styles,$0.02,$0.15,$2.00
2,0,0,Primeape,SV: Scarlet & Violet 151,$0.01,$0.09,$5.00
1,0,0,Primordial Altar,SWSH12: Silver Tempest,$0.01,$0.10,$1.51
1,0,0,Primordial Altar - [Reverse Holofoil],SWSH12: Silver Tempest,$0.04,$0.15,$1.31
1,0,0,Power Tree,Legend Maker,$0.39,$0.68,$1.99
1,0,0,Porygon,Triumphant,$0.15,$0.25,$4.72
2,0,0,Porygon,SV04: Paradox Rift,$0.01,$0.05,$10.04
4,0,0,Porygon2,SWSH11: Lost Origin,$0.01,$0.06,$999.00
2,0,0,Pot Helmet,SWSH09: Brilliant Stars,$0.01,$0.10,$1.24
4,0,0,PokeStop,Pokemon GO,$0.50,$1.41,$4.99
2,0,0,PokeStop - [Reverse Holofoil],Pokemon GO,$2.67,$3.99,$7.49
1,0,0,Polteageist,SV03: Obsidian Flames,$0.01,$0.08,$2.95
2,0,0,Ponyta,Triumphant,$0.15,$0.29,$1.44
3,0,0,Ponyta,SWSH12: Silver Tempest,$0.01,$0.05,$1.28
1,0,0,Ponyta (46),Arceus,$0.15,$0.44,$2.39
2,0,0,Poochyena - [Reverse Holofoil],SWSH10: Astral Radiance,$0.04,$0.15,$2.00
5,0,0,Poochyena,SWSH10: Astral Radiance,$0.01,$0.07,$999.00
3,0,0,Popplio (65),SM - Lost Thunder,$0.05,$0.20,$5.14
1,0,0,PlusPower,Black and White,$0.09,$0.25,$1.40
1,0,0,Poke Ball,Generations,$0.01,$0.20,$1.28
1,0,0,Poke Ball,SV01: Scarlet & Violet Base Set,$0.01,$0.09,$2.95
1,0,0,Poke Ball - [Reverse Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.12,$3.74
2,0,0,Pokemon Breeder's Nurturing,SWSH03: Darkness Ablaze,$0.02,$0.15,$1.42
1,0,0,Pokemon Catcher,SM Base Set,$0.01,$0.15,$1.30
3,0,0,Pokemon Catcher,Crown Zenith,$0.01,$0.09,$1.27
1,0,0,Piplup,Platinum,$0.21,$0.50,$2.99
1,0,0,Pidgeotto,Call of Legends,$0.22,$0.41,$5.57
1,0,0,Pidgeotto,SM - Team Up,$0.19,$0.39,$1.17
4,0,0,Pidove,Pokemon GO,$0.01,$0.05,$2.00
1,0,0,Pidove - [Reverse Holofoil],Pokemon GO,$0.03,$0.22,$2.00
1,0,0,Pignite (17),Black and White,$0.10,$0.45,$1.82
1,0,0,Pikachu,Mysterious Treasures,$0.69,$1.84,$5.50
1,0,0,Pikachu,Undaunted,$1.00,$2.45,$18.61
1,0,0,Pikachu,SM - Unbroken Bonds,$0.11,$0.33,$1.45
1,0,0,Pikachu,SWSH11: Lost Origin,$0.01,$0.14,$2.00
3,0,0,Pikachu,SWSH12: Silver Tempest,$0.01,$0.09,$2.00
1,0,0,Pikachu - [Holofoil],SWSH11: Lost Origin Trainer Gallery,$3.00,$4.68,$26.97
1,0,0,Pikachu - [Holofoil],Crown Zenith: Galarian Gallery,$2.75,$3.99,$15.00
2,0,0,Hisuian Decidueye V - [Holofoil],SWSH10: Astral Radiance,$0.20,$0.70,$5.00
5,0,0,Hisuian Qwilfish (89),SWSH10: Astral Radiance,$0.01,$0.06,$2.00
1,0,0,Hisuian Samurott - [Holofoil],SWSH10: Astral Radiance,$0.01,$0.25,$2.00
2,0,0,Hisuian Voltorb - [Holofoil],Crown Zenith: Galarian Gallery,$0.28,$0.69,$9.95
2,0,0,Hisuian Zorua,SWSH11: Lost Origin,$0.01,$0.07,$1.50
1,0,0,Heliolisk,Crown Zenith,$0.01,$0.10,$2.00
3,0,0,Heracross,SWSH06: Chilling Reign,$0.01,$0.05,$2.00
1,0,0,Heatmor,Noble Victories,$0.21,$0.30,$8.99
2,0,0,Hattrem,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
2,0,0,Haunter (42),Arceus,$0.17,$0.57,$5.00
1,0,0,Happiny - [Holofoil],POP Series 8,$0.25,$1.39,$4.75
1,0,0,Gyarados Spirit Link,XY - BREAKpoint,$0.04,$0.20,$1.34
6,0,0,Grimer,SWSH09: Brilliant Stars,$0.01,$0.06,$1.50
1,0,0,Grimmsnarl - [Reverse Holofoil],SWSH08: Fusion Strike,$0.09,$0.24,$2.00
2,0,0,Grimmsnarl - [Holofoil],SWSH08: Fusion Strike,$0.01,$0.20,$2.00
1,0,0,Grovyle (39),Arceus,$0.10,$0.32,$7.83
1,0,0,Growlithe,Base Set,$0.09,$0.70,$3.98
2,0,0,Grusha - 184/193 - [Reverse Holofoil],SV02: Paldea Evolved,$0.02,$0.14,$4.95
4,0,0,Grusha - 184/193,SV02: Paldea Evolved,$0.01,$0.07,$2.95
1,0,0,Greavard - 105/198,SV01: Scarlet & Violet Base Set,$0.01,$0.07,$2.95
1,0,0,Greedent,SV: Paldean Fates,$0.00,$0.00,$0.00
1,0,0,Graveler - 30/97,Dragon,$1.30,$1.50,$4.24
2,0,0,Great Ball,XY Base Set,$0.03,$0.20,$2.23
1,0,0,Golduck,Secret Wonders,$0.35,$0.89,$1.97
1,0,0,Golisopod - [Holofoil],SV04: Paradox Rift,$0.01,$0.10,"$10,000.00"
1,0,0,Golisopod - SM52 - [Holofoil],SM Promos,$0.68,$0.95,$2.87
1,0,0,Golurk,Noble Victories,$0.49,$0.85,$1.01
2,0,0,Golurk,SWSH06: Chilling Reign,$0.01,$0.11,$2.00
1,0,0,Gordie,SWSH07: Evolving Skies,$0.01,$0.10,$1.99
3,0,0,Gossifleur,SWSH07: Evolving Skies,$0.01,$0.07,$1.50
1,0,0,Gothita - [Reverse Holofoil],SWSH03: Darkness Ablaze,$0.04,$0.20,$2.00
1,0,0,Gothorita - 213/193 - [Holofoil],SV02: Paldea Evolved,$1.50,$3.11,$12.49
2,0,0,Gogoat,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
1,0,0,Glaceon VMAX - 041/203 (Holiday Calendar) - [Holofoil],Miscellaneous Cards & Products,$0.99,$1.40,$3.99
1,0,0,Glameow,Diamond and Pearl,$0.10,$0.25,$5.73
4,0,0,Glameow,SWSH10: Astral Radiance,$0.01,$0.05,$999.00
3,0,0,Gligar,SWSH11: Lost Origin,$0.01,$0.05,$999.00
2,0,0,Glimmet,SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Glimmet - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.18,$2.95
1,0,0,Glimmet - 121/197,SV03: Obsidian Flames,$0.01,$0.09,$5.00
2,0,0,Glimmora - [Holofoil],SV02: Paldea Evolved,$0.01,$0.12,$2.95
1,0,0,Glimmora - [Reverse Holofoil],SV02: Paldea Evolved,$0.05,$0.19,$2.95
1,0,0,Glimmora ex - 213/197 - [Holofoil],SV03: Obsidian Flames,$0.25,$0.99,$7.99
1,0,0,Gliscor,SV04: Paradox Rift,$0.01,$0.06,$2.95
1,0,0,Gloom - [Reverse Holofoil],SV03: Obsidian Flames,$0.05,$0.20,$2.95
1,0,0,Gloria - [Holofoil],SWSH09: Brilliant Stars Trainer Gallery,$2.50,$6.27,$59.95
2,0,0,Girafarig,Crown Zenith,$0.01,$0.05,$25.00
1,0,0,Giratina (27),Platinum,$1.42,$2.07,$7.88
1,0,0,Giratina (Team Plasma),Plasma Storm,$0.72,$0.99,$4.99
2,0,0,Gible,Mysterious Treasures,$0.09,$0.25,$17.67
1,0,0,Gible,Supreme Victors,$0.19,$0.40,$1.67
3,0,0,Gengar - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.25,$5.95
6,0,0,Gengar,SV: Paldean Fates,$0.01,$0.10,$15.00
2,0,0,Geodude,Supreme Victors,$0.10,$0.25,$8.99
1,0,0,Geodude,Hidden Fates,$0.01,$0.10,$1.29
1,0,0,Gastly,Base Set 2,$0.05,$0.40,$5.25
1,0,0,Gastly (64),Arceus,$0.08,$0.25,$11.00
3,0,0,Garbodor,SWSH08: Fusion Strike,$0.01,$0.10,$1.29
1,0,0,Gallade - [Reverse Holofoil],Plasma Storm,$1.25,$1.59,$7.90
3,0,0,Gabite,SWSH09: Brilliant Stars,$0.01,$0.09,$1.29
1,0,0,Gabite - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.05,$0.16,$2.00
1,0,0,Galarian Corsola,SWSH08: Fusion Strike,$0.01,$0.07,$1.29
1,0,0,Galarian Corsola - [Reverse Holofoil],SWSH08: Fusion Strike,$0.07,$0.18,$1.37
1,0,0,Galarian Darumaka,SWSH02: Rebel Clash,$0.01,$0.10,$1.29
3,0,0,Galarian Meowth,SWSH04: Vivid Voltage,$0.01,$0.09,$2.00
1,0,0,Galarian Meowth,SWSH08: Fusion Strike,$0.01,$0.07,$1.29
2,0,0,Galarian Mr. Mime,SWSH03: Darkness Ablaze,$0.01,$0.08,$2.00
2,0,0,Galarian Mr. Mime,Crown Zenith,$0.01,$0.05,$5.00
1,0,0,Galarian Slowpoke,SWSH06: Chilling Reign,$0.01,$0.07,$2.00
2,0,0,Galarian Stunfisk,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
1,0,0,Galarian Stunfisk - [Reverse Holofoil],SWSH04: Vivid Voltage,$0.04,$0.17,$2.00
2,0,0,Galarian Yamask,SWSH02: Rebel Clash,$0.01,$0.10,$0.99
1,0,0,Galarian Zigzagoon,Champion's Path,$0.01,$0.10,$1.00
2,0,0,Frigibax - 017/091 - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.15,$1.35
1,0,0,Froakie,SM - Unbroken Bonds,$0.03,$0.15,$1.35
1,0,0,Frosmoth,SWSH08: Fusion Strike,$0.01,$0.10,$1.29
2,0,0,Fuecoco - [Holofoil],SV01: Scarlet & Violet Base Set,$0.00,$0.00,$0.00
1,0,0,Fuecoco,SV01: Scarlet & Violet Base Set,$0.01,$0.07,$5.00
1,0,0,Fuecoco - [Reverse Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.13,$2.95
1,0,0,Forretress,SV01: Scarlet & Violet Base Set,$0.01,$0.06,$2.95
1,0,0,Forretress - [Reverse Holofoil],SV01: Scarlet & Violet Base Set,$0.05,$0.15,$2.95
1,0,0,Fletchinder,SM - Unified Minds,$0.01,$0.20,$4.99
1,0,0,Fletchling - [Reverse Holofoil],SV02: Paldea Evolved,$0.02,$0.10,$2.95
4,0,0,Fletchling,SV02: Paldea Evolved,$0.01,$0.05,$15.00
4,0,0,Flittle,McDonald's Promos 2023,$0.03,$0.14,$1.07
1,0,0,Flittle - 041/091 - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.10,$1.29
1,0,0,Floragato - 077 - [Holofoil],SV: Scarlet & Violet Promo Cards,$0.35,$0.80,$4.00
1,0,0,Flygon,Dragon Majesty,$0.15,$0.24,$1.45
1,0,0,Flareon,SWSH04: Vivid Voltage,$0.05,$0.27,$999.99
1,0,0,Flareon V - SWSH149 - [Holofoil],SWSH: Sword & Shield Promo Cards,$1.00,$2.01,$12.95
2,0,0,Flaaffy,SWSH07: Evolving Skies,$0.01,$0.17,$15.00
1,0,0,Flaaffy - [Reverse Holofoil],SWSH07: Evolving Skies,$0.10,$0.25,$20.00
2,0,0,Flaaffy - 9/15,McDonald's Promos 2022,$0.01,$0.19,$1.64
1,0,0,Fighting Au Lait - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.11,$2.99
2,0,0,Fighting Au Lait,SV02: Paldea Evolved,$0.01,$0.09,$2.95
1,0,0,Finneon,Mysterious Treasures,$0.14,$0.25,$2.99
4,0,0,Finneon,SWSH11: Lost Origin,$0.01,$0.06,$999.00
2,0,0,Fidough - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.10,$1.30
1,0,0,Feather Ball,SWSH10: Astral Radiance,$0.01,$0.15,$1.28
2,0,0,Feebas,SWSH12: Silver Tempest,$0.01,$0.06,$4.00
2,0,0,Ferroseed,SWSH12: Silver Tempest,$0.01,$0.05,$1.28
1,0,0,Ferrothorn - 128/182,SV04: Paradox Rift,$0.01,$0.07,$2.95
2,0,0,Farigiraf,SV02: Paldea Evolved,$0.01,$0.07,$2.95
1,0,0,Farigiraf - [Reverse Holofoil],SV02: Paldea Evolved,$0.02,$0.16,$2.95
6,0,0,Falinks (155),SWSH08: Fusion Strike,$0.01,$0.05,$4.99
1,0,0,Falinks (155) - [Reverse Holofoil],SWSH08: Fusion Strike,$0.02,$0.12,$1.55
1,0,0,Exeggcute,HeartGold SoulSilver,$0.12,$0.25,$1.42
2,0,0,Exeggutor,SWSH09: Brilliant Stars,$0.01,$0.06,$1.00
2,0,0,Exeggutor - [Holofoil],SV: Paldean Fates,$0.01,$0.10,$1.50
2,0,0,Expedition Uniform,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
1,0,0,Expert Belt - [Reverse Holofoil],Arceus,$0.41,$1.49,$5.00
1,0,0,Expert Belt,Arceus,$0.20,$0.66,$2.97
1,0,0,Excadrill,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
1,0,0,Escavalier,SWSH09: Brilliant Stars,$0.01,$0.10,$4.00
1,0,0,Espurr,SM - Forbidden Light,$0.05,$0.15,$1.37
1,0,0,Energy Recycler - [Reverse Holofoil],SWSH05: Battle Styles,$0.10,$0.42,$29.99
1,0,0,Energy Removal,Base Set 2,$0.10,$0.26,$2.00
1,0,0,Energy Removal 2,Unseen Forces,$0.12,$0.30,$1.39
1,0,0,Energy Retrieval,SV01: Scarlet & Violet Base Set,$0.01,$0.19,$2.95
1,0,0,Energy Returner,Unleashed,$0.08,$0.25,$3.09
2,0,0,Energy Search,Ruby and Sapphire,$0.04,$0.22,$1.37
2,0,0,Emergency Jelly,SWSH12: Silver Tempest,$0.01,$0.10,$1.28
5,0,0,Emolga,SWSH07: Evolving Skies,$0.01,$0.06,$3.00
1,0,0,Elesa's Sparkle (Full Art) - [Holofoil],Crown Zenith,$14.39,$17.08,$60.00
1,0,0,Eiscue - 048/193,SV02: Paldea Evolved,$0.01,$0.05,$2.95
2,0,0,Ekans (Delta Species),Dragon Frontiers,$0.09,$0.31,$5.00
1,0,0,Eldegoss - [Reverse Holofoil],SWSH07: Evolving Skies,$0.13,$0.25,$2.99
2,0,0,Electabuzz,SM - Ultra Prism,$0.02,$0.20,$1.30
1,0,0,Electabuzz - [Reverse Holofoil],SV05: Temporal Forces,$0.01,$0.10,$5.00
2,0,0,Electivire,SWSH09: Brilliant Stars,$0.03,$0.15,$4.00
2,0,0,Eelektrik,SWSH04: Vivid Voltage,$0.01,$0.10,$1.28
